transaction_id,transaction_date,amount,currency,transaction_type,account_number,account_type,transaction_category,merchant_name,credit_card_number
312,5/24/2023,819929.39,IDR,purchase,8227765460,savings,investment,Skiptube,4844642209870683
313,10/30/2020,665388.66,SEK,purchase,4625480230,checking,income,Camimbo,3549424044649139
314,11/9/2020,976002.01,ILS,sale,6739960768,checking,expense,Topiczoom,63047852240704772
315,1/18/2020,613715.67,PKR,purchase,9372016224,investment,income,Browsecat,3529181728505375
316,11/4/2021,13367.74,PHP,purchase,8943540841,checking,expense,Realcube,3560088358373943
317,8/17/2023,275704.65,COP,sale,5196937233,,investment,Rooxo,5010120769142962
318,1/16/2022,553192.47,IDR,purchase,7718813235,savings,income,Skilith,6304424961785509432
319,1/24/2022,965404.15,ALL,transfer,2647083734,checking,income,Mycat,372180162168843
320,12/29/2020,538998.4,CNY,transfer,8187306424,checking,expense,Meeveo,3584159638239105
321,3/7/2024,42515.9,BRL,transfer,2573138456,savings,income,Skinder,3528325090077270
322,1/13/2021,455107.31,NGN,transfer,2145438873,checking,expense,Wikido,5020523074564648
323,12/12/2023,737157.83,CZK,transfer,4326561115,checking,income,Abata,374622164097403
324,8/21/2022,232359.01,RUB,sale,5036486551,checking,expense,Latz,50380717180862710
325,12/30/2021,65112.33,RUB,transfer,8554561737,investment,income,Twitterwire,3563656943849580
326,4/4/2022,809713.69,CNY,sale,3436197491,checking,investment,Wikivu,374622575927628
327,7/3/2022,610758.82,MXN,sale,8586611140,checking,investment,Thoughtsphere,5602237740150445
328,11/7/2020,236068.31,CNY,sale,8811542482,investment,expense,Bubblemix,3531987141659052
329,11/5/2021,235750.39,CNY,transfer,9267442603,checking,income,Wikivu,4026101301062525
330,10/12/2023,83914.15,EUR,sale,2583298075,savings,expense,Skivee,3541645364571820
331,4/29/2020,771392.4,SEK,purchase,8785382470,checking,investment,Quatz,3558622103306958
332,11/5/2019,989456.74,IDR,sale,9478591349,investment,expense,Voolia,372301785984891
333,7/9/2021,661074.8,IDR,purchase,9339153767,checking,expense,JumpXS,3568160157276023
334,8/17/2020,703723.71,ARS,purchase,7805435417,investment,investment,Youspan,3558900851236431
335,3/27/2020,479716.48,BAM,purchase,8837569409,savings,investment,,3579084628595430
336,10/22/2021,158252.18,RUB,sale,8561750342,checking,income,Meedoo,5100179905952024
337,12/21/2021,681719.23,ALL,purchase,6689466073,checking,investment,Edgetag,3548374940673439
338,3/9/2023,565481.5,BGN,purchase,1729412497,checking,expense,Pixope,63042317851318648
339,7/22/2021,736166.79,PEN,transfer,7387587968,investment,expense,Plajo,5100141890902117
340,8/24/2022,514102.08,NZD,sale,6556071663,savings,investment,Twitternation,4903803876634086782
341,6/18/2019,865568.46,AMD,sale,9780872555,investment,income,Devshare,3574717309864485
342,7/1/2020,421210.79,RUB,transfer,5152310799,investment,income,Quatz,56022184472967502
343,2/6/2024,830705.66,THB,purchase,2063145921,savings,expense,Talane,3557507808354083
344,5/22/2021,944544.78,ZAR,transfer,8736462701,investment,income,Gabvine,5602215272078572
345,7/8/2019,526065.3,IDR,purchase,2157695385,checking,investment,Voomm,6304825730970787
346,12/5/2021,583097.27,CNY,transfer,3759153094,savings,income,Topicblab,675908381115166957
347,2/12/2022,654621.08,CNY,purchase,6503443967,savings,expense,Skivee,5641829074523606929
348,11/27/2023,662145.57,PHP,purchase,5634463937,checking,expense,Gabtype,3553528204880764
349,12/30/2019,578024.66,XAF,transfer,4125537993,investment,expense,Chatterbridge,4041590683843687
350,7/6/2019,274275.72,CNY,purchase,9166165612,investment,investment,,337941305592908
351,11/24/2022,128430.64,VEF,transfer,8881294521,checking,expense,Quatz,374288928083871
352,8/26/2023,210617.17,EUR,purchase,1265091519,,expense,Photofeed,6304412605768925
353,11/17/2021,438786.2,EUR,sale,5222210744,investment,investment,,3538652396174552
354,11/24/2023,666827.45,IDR,transfer,8522151125,savings,income,Camido,5100138615791833
355,11/19/2023,464101.34,CNY,transfer,4813321862,savings,expense,Plajo,3582705160749408
356,4/26/2023,423088.76,IDR,transfer,9065638652,savings,expense,,5610652898013940
357,8/4/2019,107933.3,PLN,transfer,7641946597,savings,expense,Riffpath,5602216427022561628
358,10/11/2020,863751.45,CNY,purchase,7788649583,savings,investment,Aimbu,3582914770192583
359,4/23/2021,621506.81,RUB,transfer,2338437567,savings,investment,Tagchat,4017955897640
360,3/21/2022,340012.84,RUB,sale,1189833542,savings,income,Yamia,670952488044106347
361,9/24/2022,875149.4,THB,transfer,6767635814,savings,investment,Brainlounge,5602247225816618
362,10/7/2019,441091.13,CNY,transfer,3911624388,investment,investment,Quimba,6771335145707653
363,10/22/2021,135663.87,CNY,transfer,4087698188,savings,income,Plajo,560225693339751236
364,9/14/2020,925658.76,PKR,transfer,4822408968,savings,income,,6378307471980714
365,11/23/2021,96344.24,IDR,purchase,6483478792,investment,investment,Demizz,3545160597375508
366,7/2/2021,346598.39,EUR,transfer,7777697757,investment,income,Shufflebeat,3538456534407324
367,3/18/2021,295298.63,IDR,sale,3883901136,savings,investment,Twitterbridge,3559298918987701
368,1/4/2024,808637.08,CNY,transfer,7895586646,savings,expense,,36329746742957
369,11/14/2021,165620.71,CAD,purchase,5563992347,investment,income,Wikizz,3580251622840545
370,4/9/2023,706217.31,CNY,sale,8434756035,investment,income,LiveZ,3572690496547530
371,4/9/2021,24801.44,IDR,sale,3167293991,savings,income,Flipbug,50184797409319526
372,10/27/2023,438967.42,BRL,transfer,5535583919,checking,expense,Voonder,3577376671042548
373,9/16/2021,953137.79,BRL,purchase,6122832855,checking,investment,Skidoo,5100133466615090
374,3/24/2021,479943.6,EUR,sale,8489230157,checking,income,Demimbu,201666936313704
375,1/27/2022,727741.67,EUR,sale,9755082426,savings,income,Voolith,3585861038984037
376,6/1/2019,347927.03,BRL,sale,9532298549,savings,income,Skynoodle,3550232323849254
377,11/10/2021,654444.05,UGX,sale,1489966033,checking,income,Jabbersphere,337941762495967
378,8/17/2021,542026.81,JPY,purchase,5218929989,savings,expense,Dynabox,3548265011267558
379,8/13/2022,740945.14,BRL,sale,4600536848,investment,income,Innojam,4508632400519632
380,12/24/2020,481873.38,CNY,transfer,5689993924,savings,investment,Agivu,3562421769494255
381,9/28/2022,295152.91,PLN,sale,9618413534,checking,expense,Thoughtmix,5641829419977110110
382,7/22/2022,795124.51,IDR,sale,2725582639,checking,expense,Abata,3566385779349799
383,2/12/2021,766465.23,PHP,purchase,2577142804,savings,income,Yacero,30526334195607
384,9/17/2023,191212.52,RUB,transfer,7486682759,checking,expense,Dynabox,67626153394411920
385,6/11/2022,462997.08,CDF,transfer,4952239183,investment,income,Voonder,67096783992854609
386,9/25/2023,956442.47,EUR,sale,3216691199,investment,expense,Voonte,3568488173008926
387,1/5/2023,62868.22,CNY,transfer,4367934785,,expense,,3554254883495431
388,6/3/2022,438213.18,PHP,purchase,5651282532,savings,investment,Oloo,3587466930521701
389,11/13/2020,57356.93,KZT,transfer,8385872854,savings,investment,Brainbox,3585682475847101
390,1/8/2021,236770.62,CRC,sale,1970846472,investment,expense,Avavee,341089489387655
391,4/9/2023,664455.75,NIO,transfer,5126156448,checking,income,Skivee,3533739579715817
392,10/23/2023,659306.66,PLN,transfer,8490900017,checking,expense,Eabox,3552245421781748
393,9/27/2020,814349.12,BRL,purchase,7472380509,checking,expense,Rhybox,633348259401728333
394,9/30/2019,168587.96,PHP,transfer,3933620695,checking,investment,Kazio,3532805443714152
395,11/24/2022,618421.02,RUB,sale,2842848358,savings,income,Innojam,374288812991999
396,11/23/2022,128010.76,CNY,transfer,5911043853,investment,income,Skajo,5002353797384377
397,11/14/2022,977626.18,KYD,purchase,1302309595,investment,investment,,5100142608763361
398,2/21/2022,80282.11,RUB,purchase,3731768097,savings,investment,Avamm,4405907748056149
399,11/9/2020,202316.73,CNY,sale,9808379272,investment,expense,Jabbersphere,3532009635621966
400,6/23/2020,554522.9,RUB,transfer,4566124685,checking,investment,Digitube,4903487884338395700
401,7/4/2019,433311.52,SYP,purchase,7808267622,investment,income,Roodel,374288605692135
402,1/3/2022,212772.87,EUR,purchase,7249686161,checking,income,Miboo,3580405540341404
403,1/22/2021,85414.18,CNY,purchase,7169914261,checking,investment,Centizu,3535411499102611
404,9/30/2021,478911.54,CUP,sale,5807659463,investment,expense,Zoomcast,3572805780554048
405,8/20/2020,862693.24,JPY,transfer,6690486889,investment,investment,Skippad,4175005951199397
406,10/26/2019,570903.64,IDR,purchase,2194080134,investment,expense,Ntags,5490849705261762
407,2/4/2022,186803.34,PLN,sale,9962634041,checking,expense,Edgetag,30067046148113
408,7/31/2023,31536.24,JPY,sale,3518668334,savings,expense,Gabcube,5259544271985842
409,10/26/2020,770020.95,CNY,transfer,4738021876,savings,income,,374283033032756
410,8/22/2022,289840.39,ETB,transfer,4162451561,investment,expense,Gabtype,3547130790446727
411,6/16/2021,459283.99,THB,purchase,2795714463,checking,investment,Skimia,3569119101897325
412,6/30/2020,827393.09,EUR,purchase,5303850145,checking,investment,Dabjam,3530722067248338
413,10/7/2022,849806.46,IDR,transfer,6475011797,savings,expense,,3528136217816916
414,2/23/2022,996304.29,EUR,transfer,2235253270,checking,investment,Feedmix,4905461795775206
415,7/8/2021,634908.42,IDR,purchase,8245202217,checking,income,Demizz,4405258909112945
416,6/13/2023,210034.44,CNY,sale,2226647749,investment,investment,Devbug,4041595009655
417,1/1/2021,123193.72,CUP,sale,8428662434,savings,income,LiveZ,3573182108678209
418,2/2/2021,236624.31,COP,sale,9201100014,savings,income,Skilith,67594384478671612
419,7/30/2022,380980.94,KRW,transfer,1126041671,savings,investment,Quimba,5100176330494788
420,4/19/2021,56590.27,,sale,3917285177,investment,investment,Voolith,340591630334503
421,11/17/2022,117128.69,SEK,sale,5145317204,investment,income,Einti,3585264808028418
422,11/23/2019,720689.36,IDR,transfer,2278700582,investment,income,Latz,3529561919749025
423,10/2/2019,144984.1,CNY,sale,7037426542,savings,income,Oba,5048375099654963
424,1/20/2023,819130.17,CNY,sale,2324089219,savings,income,Edgepulse,374283781243423
425,3/6/2023,947448.73,AUD,sale,3265116307,checking,investment,Quimba,6382715923492050
426,1/31/2021,579601.24,COP,purchase,7356513577,investment,expense,Twitternation,4844146095041276
427,3/31/2023,781073.24,PLN,sale,5388679411,investment,income,Plajo,30512669399543
428,11/29/2019,818058.27,RUB,transfer,1428542862,checking,investment,Skiptube,5372594474298156
429,9/9/2019,981177.67,PHP,transfer,8725842263,investment,expense,Twimm,4913555421112211
430,12/28/2022,791963.47,CNY,purchase,7976325479,savings,income,Jatri,201927008988934
431,8/16/2022,416487.48,PHP,purchase,1967366717,checking,expense,Wordify,3582077190336758
432,11/30/2021,55350.67,IDR,purchase,1421569953,checking,income,Buzzdog,5610280754500071
433,3/26/2024,403388.54,USD,purchase,6166119894,investment,expense,Skipfire,3541104066523945
434,2/11/2022,502013.98,CNY,transfer,2407338962,,expense,Kwimbee,5324431344895961
435,9/2/2023,161298.36,CRC,sale,7820352277,investment,income,Einti,30155363813003
436,7/9/2023,349325.78,EUR,sale,4592842580,savings,investment,Gabcube,3568471818553506
437,7/20/2020,829515.06,CNY,sale,6067630816,investment,income,Abatz,30124553167109
438,5/14/2020,771360.5,TOP,transfer,3275627687,investment,income,Tagtune,3555093661020436
439,8/22/2021,42573.73,PEN,transfer,1869715589,savings,expense,,3561373034875951
440,1/12/2022,904158.89,ARS,purchase,5166270840,checking,income,Yodoo,4041597299536
441,6/4/2020,382628.56,UAH,transfer,7590675405,investment,income,Mycat,5010121324399683
442,8/17/2021,950433.62,CNY,transfer,3708243846,checking,income,Dynabox,3582587880993627
443,6/9/2020,601530.62,COP,transfer,5461430059,savings,expense,Skyble,3551884519588549
444,1/17/2020,735685.45,CRC,sale,5765525961,investment,expense,Miboo,3580344092314107
445,9/22/2020,170071.6,CNY,sale,3628194642,investment,investment,Zoomdog,3588552795095359
446,9/1/2023,260678.0,ALL,transfer,3246453754,investment,investment,Podcat,5602254967079261955
447,10/16/2023,387846.79,IDR,purchase,6329399206,investment,investment,Quinu,5641820737724555140
448,1/21/2021,372335.01,THB,sale,1297422569,savings,expense,Jazzy,374288862780169
449,10/17/2020,495684.62,IDR,purchase,7432823383,savings,expense,Tavu,30183181084573
450,7/30/2023,25477.11,RUB,sale,9717595419,checking,income,Zoozzy,3582657499784590
451,9/18/2023,668776.27,PAB,sale,4225578161,savings,investment,Oloo,3571395813030613
452,3/13/2021,27948.56,SEK,transfer,2662759307,savings,income,Mycat,6759155046309377274
453,7/27/2023,511244.13,IDR,transfer,2214311603,investment,expense,Tagpad,4844972384709913
454,2/8/2023,509467.03,CNY,transfer,1409935541,investment,expense,Flipbug,3560423808425318
455,12/25/2020,136128.08,IDR,purchase,2130425670,investment,expense,Wikizz,3570438106983246
456,4/19/2023,26121.05,CNY,sale,8047050511,investment,income,Cogidoo,4041593927775
457,3/13/2021,663130.05,MXN,sale,6006446670,checking,expense,Quire,5602233857649238
458,6/28/2020,197201.57,IDR,transfer,6577094798,investment,investment,Flipopia,3555702953454711
459,4/30/2020,327428.66,IDR,sale,1902775051,savings,investment,Blognation,5602256879611928
460,1/6/2022,493627.16,EUR,transfer,4020960201,savings,investment,Aibox,4844834199755319
461,10/10/2022,794679.74,COP,transfer,9782767086,savings,expense,Gigazoom,4041371978669
462,1/5/2024,150965.08,CNY,transfer,1614646228,investment,expense,Thoughtbridge,560224369718514781
463,5/12/2022,707123.63,IDR,purchase,8728284731,checking,income,Twinder,201408567097607
464,9/27/2023,116282.3,GYD,purchase,1661367237,savings,expense,Zoovu,3552751452261146
465,11/5/2019,651847.18,CNY,sale,1564201956,savings,expense,Fivebridge,3558097998160531
466,7/30/2019,315554.85,JPY,sale,2770316784,checking,income,,5253220907731829
467,12/24/2019,458498.98,IDR,transfer,9089570453,investment,income,Quinu,30127750378312
468,4/25/2022,35264.91,,transfer,5409649598,checking,investment,Mycat,3538978231403058
469,7/30/2023,885774.74,NIO,purchase,4275486305,investment,income,Youbridge,676327999018525002
470,1/8/2021,869894.73,ILS,transfer,4396564907,,investment,Gabtype,4905680107035906
471,5/1/2022,972676.76,EUR,transfer,6368721931,investment,investment,Twitterworks,5020259650711168
472,3/23/2024,428907.14,CNY,purchase,4444352759,investment,income,Browsezoom,3535460775122843
473,2/17/2024,66806.11,CRC,purchase,5701240838,investment,income,Feedfish,3577152558794653
474,7/19/2021,450724.35,RUB,transfer,7766951481,checking,expense,Skimia,3536188615846276
475,1/2/2023,843769.76,MXN,purchase,7747879826,investment,investment,Vidoo,3571536158620217
476,4/18/2020,71991.69,UAH,transfer,8372462376,checking,income,Meemm,3563198522562573
477,2/11/2022,4851.14,AFN,transfer,7222746973,checking,income,Photofeed,3575268454852213
478,2/18/2024,313762.93,RUB,transfer,9292869686,savings,expense,Myworks,5169075179355241
479,5/30/2021,514638.15,EUR,transfer,6349450064,investment,income,Skiptube,3576804760312648
480,11/20/2023,673080.58,IDR,purchase,8201318576,checking,income,Linklinks,630444918234173095
481,7/17/2022,802836.57,JPY,purchase,1142730406,investment,expense,Yombu,4017950479060922
482,1/30/2022,469868.96,KWD,sale,4547889198,investment,investment,Feedbug,561024641152682534
483,1/14/2021,819502.23,PHP,purchase,2415934083,checking,income,InnoZ,3587903917379729
484,8/16/2019,767374.44,MXN,sale,2374933274,investment,expense,Shuffledrive,3541908295396463
485,11/26/2019,71823.13,,sale,6967685357,savings,income,Meejo,4041371020005938
486,2/21/2023,949695.81,EUR,sale,4807539573,,expense,Teklist,3541274394652821
487,5/8/2019,960746.29,NIO,transfer,3470160044,investment,investment,Kamba,5018759695001361697
488,6/9/2022,218184.79,COP,sale,2458212534,checking,expense,Tagtune,3560492379136232
489,7/9/2020,798328.41,CZK,purchase,6765422814,checking,expense,Quire,5100172789278228
490,4/25/2022,251613.47,CNY,purchase,3399558318,checking,investment,Mydo,374622120741888
491,6/2/2022,968527.94,PLN,sale,3014482701,checking,expense,Wikivu,5222929765440624
492,9/5/2021,702795.81,EUR,transfer,3604496343,investment,income,Skynoodle,201591699220567
493,1/2/2021,110905.12,BRL,purchase,2807588337,checking,expense,Fadeo,374622345938269
494,2/9/2021,118592.93,PHP,transfer,7216523532,checking,investment,Bluejam,3558298761805555
495,10/2/2023,365445.65,PLN,transfer,4136306656,checking,income,Linkbuzz,3547033570282165
496,3/4/2022,651687.61,CHF,sale,4778893413,savings,income,Abata,3561297702443547
497,3/21/2023,24724.58,CNY,sale,5582164454,,investment,Gigashots,5002354291441812
498,1/6/2020,110854.98,PAB,sale,7554808396,investment,investment,Nlounge,56102608839703419
499,8/27/2020,854266.47,CNY,purchase,9970797074,savings,investment,Gabspot,3555673607882914
500,2/22/2023,713441.11,CNY,sale,1205805726,savings,expense,Ozu,67090297041709603
501,3/2/2024,750151.93,MYR,transfer,4841126067,checking,investment,Fivespan,5602217210836707
502,1/6/2024,807293.74,CNY,transfer,9565548665,savings,income,Omba,56022423399638410
503,6/1/2020,565235.38,IDR,purchase,8201288049,investment,income,Avamba,56022545692588114
504,8/2/2023,178525.82,NOK,transfer,6834387496,savings,income,Centidel,3552750210355976
505,8/21/2022,522597.48,CNY,purchase,3854171462,savings,income,Aimbo,5002351533429407
506,5/11/2021,721228.67,EUR,purchase,7330287784,investment,investment,Izio,3582570740325842
507,8/6/2022,338146.29,UAH,transfer,6317529299,checking,expense,Zoonder,5108757789381170
508,3/18/2023,250627.16,BRL,transfer,9293852885,savings,income,Feedfish,4041372772668584
509,5/6/2023,329554.82,IDR,purchase,5313001392,savings,investment,Dablist,3578399266718792
510,11/27/2022,976979.26,PLN,transfer,2934872701,checking,income,Zoomcast,67717695532072824
511,10/5/2022,288586.56,RUB,sale,9440920497,checking,income,Mynte,676130196889411035
512,5/5/2019,209992.83,GEL,sale,7850588252,savings,income,Babbleopia,3545743895001635
513,5/7/2021,598887.22,USD,purchase,7947835832,investment,income,Yakijo,4917038137333393
514,2/6/2023,579036.69,USD,transfer,3593892309,investment,income,Thoughtworks,5610573977484770
515,3/2/2021,45812.99,XAF,sale,6524760125,investment,income,Divanoodle,3535615576761475
516,10/4/2020,855183.77,RUB,transfer,1291726210,checking,income,Oozz,5010129217368699
517,2/2/2023,832161.94,,purchase,1270675632,savings,income,Quinu,30512535131427
518,5/2/2019,890458.98,USD,transfer,7908401983,savings,expense,Yambee,3581553417270468
519,9/15/2023,140147.61,KRW,sale,2027723939,checking,income,Skajo,3571660216763023
520,1/5/2020,625275.68,KZT,purchase,2996339232,investment,investment,Vipe,4041375111248422
521,8/31/2021,14835.25,USD,purchase,8250353199,savings,investment,Innotype,3544528935299922
522,10/30/2020,534740.79,THB,purchase,1283249855,savings,income,Einti,3554891872640335
523,2/17/2023,426940.5,IDR,transfer,3297341024,savings,income,Plambee,4905966070604865353
524,2/5/2024,756485.72,CUP,transfer,2263971568,investment,income,Lazzy,3542742093767115
525,2/29/2020,428177.09,PHP,sale,5764110729,,investment,Innojam,5602257573685150
526,11/24/2022,992997.34,PLN,sale,4627963006,savings,investment,Dabjam,3583211969883315
527,6/29/2021,591262.73,CNY,transfer,8244629147,savings,income,Kwimbee,3561921646690612
528,11/14/2019,868773.36,PLN,purchase,3802161660,checking,investment,Flipstorm,5048374800933485
529,1/24/2021,235238.92,CNY,transfer,1137623293,savings,investment,Rhynoodle,5434597207654351
530,9/29/2023,137256.62,EUR,sale,3656859238,investment,expense,Twitterbridge,30459976422099
531,7/3/2020,495004.46,TZS,purchase,5707141401,savings,expense,Jaxworks,201894503205869
532,6/2/2022,735091.69,BRL,purchase,1902190281,checking,investment,Demizz,3544370576094431
533,10/26/2020,977769.0,EUR,transfer,5634963394,investment,expense,Twimbo,3570529754787242
534,3/17/2021,787549.47,CNY,purchase,7704274882,investment,income,Kazio,6709651572344928
535,5/1/2021,561885.92,IDR,transfer,9461745201,investment,expense,Skyndu,3589856989258346
536,5/1/2019,362599.47,CNY,purchase,8222623321,savings,income,Zoonoodle,3574163249530532
537,8/10/2023,960778.94,EUR,purchase,5197483358,investment,income,,5518755918872352
538,1/2/2023,401345.09,MGA,purchase,8531606963,investment,investment,Devcast,3547143122649348
539,9/1/2022,460407.58,EUR,sale,2281170716,checking,expense,Skalith,3565237405567834
540,2/28/2020,870909.17,EUR,sale,1792371074,investment,expense,Yotz,374622876368647
541,1/29/2024,387728.71,CNY,purchase,4677215380,investment,expense,Dynabox,3558681972192733
542,2/3/2023,605423.73,CNY,sale,5113128584,checking,income,,3576883613046843
543,12/25/2022,828280.36,,transfer,2673979223,investment,investment,Mybuzz,5048370374142859
544,2/2/2023,578350.68,COP,purchase,2452943253,savings,expense,Zoozzy,3583624962260838
545,8/15/2020,963836.6,SBD,purchase,6092302595,checking,income,Yoveo,4268021748467748
546,8/27/2020,763100.99,MKD,purchase,2786230628,savings,income,Pixoboo,3574058478082850
547,7/21/2022,84958.83,RUB,purchase,8476823682,checking,investment,Kayveo,4041373906429
548,4/11/2023,169044.23,HNL,purchase,6160748845,checking,income,Viva,3533510901965317
549,8/9/2021,583581.0,JPY,sale,2583600301,investment,investment,Devify,4844915185767408
550,10/3/2021,811561.48,JPY,purchase,5136245925,investment,income,Mydo,3572017889031924
551,5/4/2022,900526.33,EUR,sale,8571485849,savings,income,Skyndu,3535704856340745
552,8/2/2020,372076.48,RUB,purchase,3279758340,investment,expense,Browsetype,4041371951585452
553,1/6/2020,83898.43,XOF,purchase,5217396270,investment,investment,Avamm,3581108603382310
554,10/4/2019,65676.51,CNY,purchase,4579577359,savings,expense,Meetz,3588066352888601
555,7/29/2019,909890.85,RUB,transfer,3875288785,checking,investment,Shuffletag,4508848474193373
556,3/30/2022,463149.55,CZK,sale,1957199099,investment,income,Photospace,676250883959175087
557,5/23/2023,522958.77,CAD,sale,8925900308,checking,income,Npath,378405199791596
558,8/15/2019,487841.89,CNY,sale,2806437841,investment,investment,Quimm,67624730787468435
559,1/20/2020,956184.1,EUR,transfer,1872170162,savings,income,Realfire,3572467987042408
560,9/19/2021,479612.34,CNY,purchase,3802506436,checking,income,Brainbox,3537286335455987
561,7/29/2020,597607.72,COP,transfer,5470320396,checking,income,Eazzy,5002358358752904
562,7/10/2020,676875.21,BOB,transfer,8904234601,checking,expense,Trudoo,3536458139608647
563,1/23/2020,56417.65,ILS,sale,2597527708,savings,income,Zava,3531220007601376
564,7/2/2021,60377.84,EUR,sale,1422839741,checking,income,Yadel,6761409511154404069
565,9/14/2021,396431.17,COP,sale,2453812613,investment,income,Aivee,30427839929873
566,7/1/2020,108735.21,BRL,purchase,8073364446,,investment,Mynte,5223027087696566
567,4/16/2022,504224.66,BRL,purchase,3490852257,savings,income,Divape,372301947248961
568,4/25/2023,595561.71,,transfer,2672545462,savings,investment,Twitterworks,374622713561131
569,1/6/2020,791073.33,CNY,sale,9136144926,savings,investment,Thoughtstorm,30357605706181
570,2/14/2022,656912.0,,sale,7222996901,savings,investment,Youtags,3532578375241912
571,4/2/2021,167059.46,CNY,purchase,3050404935,investment,investment,Jabberstorm,3589139599894515
572,4/12/2023,583081.58,EUR,purchase,3848564309,investment,investment,Bubblemix,670649315283898772
573,6/30/2022,467028.44,EUR,transfer,4833054915,checking,expense,InnoZ,5100174083596966
574,6/8/2019,995149.89,PHP,sale,2046504336,savings,expense,Gigashots,3544470682759305
575,2/25/2020,920945.03,IDR,sale,3103810994,investment,investment,Oyope,30142438567442
576,3/17/2022,647739.41,CNY,purchase,9021250517,savings,expense,,4026880648242011
577,11/23/2019,838874.53,USD,sale,5476220321,investment,expense,Edgewire,5234877899682999
578,1/7/2021,74274.23,EUR,purchase,1352732891,checking,income,Tazz,6763475681730329
579,12/30/2023,915106.15,SEK,purchase,7363656843,savings,income,Flashpoint,5135577982515433
580,5/4/2022,161158.28,KPW,sale,4293896778,savings,investment,,5100174385346888
581,5/31/2023,776693.4,SEK,sale,9089746185,savings,expense,Janyx,564182954036681420
582,8/23/2020,927515.1,,sale,8112304780,checking,expense,Chatterbridge,3531414478096782
583,5/20/2022,378092.21,ZAR,transfer,2819075227,savings,expense,Kamba,5048379348647422
584,7/12/2020,684060.81,PHP,purchase,1372901102,investment,investment,Tazzy,3562384274540956
585,7/22/2020,961102.87,IDR,transfer,7168309997,,expense,Browsecat,337941710779868
586,9/26/2021,514314.48,IDR,transfer,4102458566,savings,expense,Babblestorm,30506128479706
587,6/29/2019,976342.95,IDR,sale,7084799665,checking,income,Feedbug,3534773351821971
588,6/23/2022,94159.32,KES,sale,4950110868,investment,expense,Realbuzz,3548837991382225
589,1/26/2020,186798.65,CNY,purchase,8767444043,savings,income,Tavu,201421247089647
590,6/27/2020,401734.29,,sale,5316394815,checking,income,Flipopia,3586429074182749
591,7/19/2021,214562.06,ETB,transfer,6965997800,savings,expense,Skinder,4041592311443
592,4/8/2021,167884.28,,transfer,2237682565,checking,income,Gigabox,3548724472517273
593,11/11/2022,860195.57,EUR,transfer,9604443701,checking,income,Realfire,3538059089529243
594,7/18/2020,449580.06,EUR,transfer,6592665815,checking,expense,Podcat,4175007002584395
595,8/11/2020,339154.28,CNY,sale,6343278526,investment,expense,Jabbercube,6761536733110448
596,7/6/2021,989425.59,LKR,purchase,1165483990,savings,income,,6709351112734729203
597,4/12/2022,456704.33,BOB,sale,9409951948,savings,expense,Rhyzio,6384021221895286
598,1/1/2021,100806.86,UZS,purchase,6354283692,investment,investment,Kazio,3538458547112370
599,12/22/2022,371330.77,IDR,sale,5647375402,investment,income,Flipstorm,50206129551037488
600,6/6/2023,243963.23,CNY,transfer,2451559122,savings,expense,Realbridge,3575852460849642
601,5/24/2023,770005.74,LKR,sale,3853985675,savings,income,Lajo,374288129751508
602,7/3/2022,101200.45,CNY,transfer,4964952181,investment,investment,Oloo,30566667067353
603,10/28/2019,831863.64,PHP,purchase,7953502459,investment,investment,Edgetag,3558425512452011
604,5/25/2022,262023.33,THB,sale,9299366218,checking,investment,Lazz,372301345721437
605,6/10/2020,991397.2,CNY,purchase,1548868108,checking,expense,,3546534341462375
606,9/15/2020,179537.99,CNY,transfer,3350262183,,investment,Skippad,6763992347939516
607,12/6/2019,798772.73,SEK,purchase,8978796172,investment,income,Thoughtbeat,6334626485367920
608,2/17/2021,573198.73,PLN,transfer,2317098489,checking,investment,Vinte,3550570838912350
609,2/11/2023,726499.95,JPY,sale,6639288818,investment,investment,Quatz,5610209761728466
610,12/20/2021,226936.47,PLN,purchase,6975435284,investment,expense,Yodoo,5100133246976192
611,10/16/2019,216163.04,CNY,transfer,7783760236,,income,Tagpad,5020585482661821724
612,7/29/2023,633412.82,PEN,sale,6386315688,checking,income,Zava,3555028052562075
613,5/9/2023,210362.15,IDR,purchase,5706699010,investment,expense,Realmix,3551141674994966
614,1/5/2021,559851.93,CNY,sale,2842847967,checking,income,Skyble,3552131736922179
615,4/14/2023,356410.13,,purchase,2691987984,investment,expense,Viva,5400749552087311
616,3/10/2021,201285.38,PHP,purchase,4557295713,checking,income,Meemm,4405736243223064
617,10/19/2023,804052.62,IRR,transfer,8595917580,checking,investment,Devify,3540550084805824
618,4/16/2020,839454.18,IDR,sale,2012827151,checking,income,Bubblebox,6370746296892240
619,12/12/2019,937904.79,COP,purchase,9752932745,savings,investment,Meevee,30150847214464
620,4/29/2021,226176.13,CNY,transfer,9370750618,checking,expense,Quatz,3548737489000695
621,12/20/2023,851206.29,KZT,sale,2718632007,checking,investment,,3535367591437703
622,3/18/2020,599802.66,RUB,purchase,9109007054,investment,investment,,5602210543813220
623,10/5/2019,857206.78,EUR,purchase,9820127083,savings,income,Photojam,6762899438345159995
624,11/13/2022,907873.21,CZK,purchase,9596626783,savings,income,Gabvine,3583425702742675
625,4/15/2019,325329.1,SEK,sale,7264983718,savings,expense,Oba,5100178085516682
